STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,WF,Wallis and Futuna,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,68.96,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,WF,Wallis and Futuna,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,68.95,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,WF,Wallis and Futuna,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,68.93,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,WF,Wallis and Futuna,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,68.92,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,WF,Wallis and Futuna,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,68.91,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,WF,Wallis and Futuna,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,68.89,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,WF,Wallis and Futuna,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,68.88,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,WF,Wallis and Futuna,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,68.88,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,92.03,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,91.18,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,90.33,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,89.48,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,88.62,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,87.77,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,86.92,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,86.07,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,85.22,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,84.37,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,83.52,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,82.66,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,81.81,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,87.04,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,87.04,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,87.04,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,87.71,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,88.37,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,89.04,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,89.71,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,90.38,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,91.05,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,91.73,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,92.4,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,93.08,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,93.76,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,94.45,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,95.13,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,95.5,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,95.73,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,95.96,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,96.18,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,96.41,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,96.64,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,96.87,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,A,Annual,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,96.87,,PERCENT,percent,G,Global,E,Estimated,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,,,
